X,Y,SAMPLEID,SAMPLETYPE,WAMEX_A_NO,COMPSAMPID,Ag_ppm,Al_ppm,Al2O3_pct,As_ppm,Au_ppm,B_ppm,Ba_ppm,BaO_ppm,Be_ppm,Bi_ppm,Br_ppm,C_ppm,Ca_ppm,CaO_pct,Cd_ppm,Ce_ppm,CeO2_ppm,Cl_ppm,Co_ppm,CO2_pct,Cr_ppm,Cr2O3_ppm,Cs_ppm,Cs2O_ppm,Cu_ppm,Dy_ppm,Dy2O3_ppm,Er_ppm,Er2O3_ppm,Eu_ppm,Eu2O3_ppm,F_ppm,Fe_ppm,Fe2O3_pct,Fe2O3T_pct,FeO_pct,Ga_ppm,Ga2O3_ppm,Gd_ppm,Gd2O3_ppm,Ge_ppm,H2Oneg_pct,H2Opos_pct,Hf_ppm,Hg_ppm,Ho_ppm,Ho2O3_ppm,I_ppm,In_ppm,Ir_ppb,K_ppm,K2O_pct,La_ppm,La2O3_ppm,LABnegNR_N,Li_ppm,Li2O_ppm,LOI_pct,Lu_ppm,Lu2O3_ppm,Mg_ppm,MgO_pct,Mn_ppm,MnO_pct,Mo_ppm,Na_ppm,Na2O_pct,Nb_ppm,Nb2O5_ppm,Nd_ppm,Nd2O3_ppm,Ni_ppm,Os_ppb,P_ppm,P2O5_pct,Pb_ppm,Pd_ppb,Pr_ppm,Pr2O3_ppm,Pt_ppb,Rb_ppm,Rb2O_ppm,Re_ppm,Rh_ppb,Ru_ppb,S_pct,Sb_ppm,Sb2O5_ppm,Sc_ppm,Se_ppm,Si_ppm,SiO2_pct,Sm_ppm,Sm2O3_ppm,Sn_ppm,SO3_pct,Sr_ppm,SrO_ppm,Ta_ppm,Ta2O5_ppm,Tb_ppm,Tb2O3_ppm,Te_ppm,Th_ppm,ThO2_ppm,Ti_ppm,TiO2_pct,Tl_ppm,Tm_ppm,Tm2O3_ppm,U_ppm,U3O8_ppm,V_ppm,V2O5_ppm,W_ppm,WO3_ppm,Y_ppm,Y2O3_ppm,Yb_ppm,Yb2O3_ppm,Zn_ppm,ZnO_ppm,Zr_ppm,ZrO2_ppm
118.903600903585,-21.0886896476637,"10726597",ROCKC,"102445",RC78007,-9999.000000000000000,29638.056000000000495,5.600000000000000,-100.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-100.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,3287.624600000000100,0.460000000000000,-9999.000000000000000,-9999.000000000000000,-100.000000000000000,70.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-100.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,83.014700000000005,0.010000000000000,-9999.000000000000000,-100.000000000000000,-9999.000000000000000,60.000000000000000,129.162000000000006,1.240000000000000,-9999.000000000000000,-9999.000000000000000,16885.008000000001630,2.800000000000000,232.337099999999992,0.030000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-100.000000000000000,200.000000000000000,-9999.000000000000000,-9999.000000000000000,-0.010000000000000,-100.000000000000000,-9999.000000000000000,-9999.000000000000000,-100.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-0.005000000000000,-9999.000000000000000,-100.000000000000000,-9999.000000000000000,-9999.000000000000000,402932.418000000005122,86.200000000000003,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-100.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-100.000000000000000,1318.917599999999993,0.220000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-50.000000000000000,112.033199999999994,200.000000000000000,-9999.000000000000000,-100.000000000000000,-100.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000
118.902550904263,-21.0870936460199,"10726600",ROCKC,"102445",RC78010,-9999.000000000000000,97382.183999999993830,18.399999999999999,-100.000000000000000,-9999.000000000000000,-9999.000000000000000,89.566000000000003,100.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,39951.785900000002584,5.590000000000000,-9999.000000000000000,-9999.000000000000000,-100.000000000000000,220.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-100.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,4980.881999999999607,0.600000000000000,-9999.000000000000000,-100.000000000000000,-9999.000000000000000,205.000000000000000,441.303499999999985,4.930000000000000,-9999.000000000000000,-9999.000000000000000,12301.934400000000096,2.040000000000000,387.228499999999997,0.050000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-100.000000000000000,-100.000000000000000,-9999.000000000000000,916.484100000000012,0.210000000000000,-100.000000000000000,-9999.000000000000000,-9999.000000000000000,-100.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-0.005000000000000,-9999.000000000000000,-100.000000000000000,-9999.000000000000000,-9999.000000000000000,276256.449000000022352,59.100000000000001,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,163.793399999999991,200.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-100.000000000000000,839.311199999999985,0.140000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-50.000000000000000,56.016599999999997,100.000000000000000,-9999.000000000000000,-100.000000000000000,-100.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000
118.902569904257,-21.0870846460234,"10726599",ROCKC,"102445",RC78009,-9999.000000000000000,96323.682000000015250,18.199999999999999,-100.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-100.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,5145.847200000000157,0.720000000000000,-9999.000000000000000,-9999.000000000000000,-100.000000000000000,200.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-100.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,11871.102100000000064,1.430000000000000,-9999.000000000000000,-100.000000000000000,-9999.000000000000000,180.000000000000000,387.485999999999990,0.839000000000000,-9999.000000000000000,-9999.000000000000000,663.339600000000019,0.110000000000000,232.337099999999992,0.030000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-100.000000000000000,-100.000000000000000,-9999.000000000000000,872.841999999999985,0.200000000000000,-100.000000000000000,-9999.000000000000000,-9999.000000000000000,-100.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-0.005000000000000,-9999.000000000000000,-100.000000000000000,-9999.000000000000000,-9999.000000000000000,325804.983000000065658,69.700000000000003,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,163.793399999999991,200.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-100.000000000000000,-9999.000000000000000,-0.010000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-50.000000000000000,-9999.000000000000000,-100.000000000000000,-9999.000000000000000,-100.000000000000000,-100.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000
118.902569904259,-21.0870756460173,"10726598",ROCKC,"102445",RC78008,-9999.000000000000000,88914.168000000005122,16.800000000000001,-100.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-100.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,3573.505000000000109,0.500000000000000,-9999.000000000000000,-9999.000000000000000,-100.000000000000000,210.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-100.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,6641.176000000000386,0.800000000000000,-9999.000000000000000,-100.000000000000000,-9999.000000000000000,115.000000000000000,247.560499999999990,0.551000000000000,-9999.000000000000000,-9999.000000000000000,603.035999999999945,0.100000000000000,232.337099999999992,0.030000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-100.000000000000000,-100.000000000000000,-9999.000000000000000,436.420999999999992,0.100000000000000,-100.000000000000000,-9999.000000000000000,-9999.000000000000000,-100.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-0.005000000000000,-9999.000000000000000,-100.000000000000000,-9999.000000000000000,-9999.000000000000000,325804.983000000065658,69.700000000000003,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,491.380200000000002,600.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-100.000000000000000,-9999.000000000000000,-0.010000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-50.000000000000000,-9999.000000000000000,-100.000000000000000,-9999.000000000000000,-100.000000000000000,-100.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000
118.901992905162,-21.0847966442539,"10726609",ROCKC,"102445",RC78019,-9999.000000000000000,86267.913000000000466,16.300000000000001,-100.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-100.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,214.410300000000007,0.030000000000000,-9999.000000000000000,-9999.000000000000000,-100.000000000000000,70.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-100.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,45409.040899999999965,5.470000000000000,-9999.000000000000000,-100.000000000000000,-9999.000000000000000,9180.000000000000000,19761.786000000000058,1.640000000000000,-9999.000000000000000,-9999.000000000000000,663.339600000000019,0.110000000000000,2168.479600000000119,0.280000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-100.000000000000000,-100.000000000000000,-9999.000000000000000,261.852599999999995,0.060000000000000,-100.000000000000000,-9999.000000000000000,-9999.000000000000000,-100.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-0.005000000000000,-9999.000000000000000,-100.000000000000000,-9999.000000000000000,-9999.000000000000000,325337.543999999994412,69.599999999999994,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,409.483499999999992,500.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-100.000000000000000,59.950800000000001,0.010000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-50.000000000000000,-9999.000000000000000,-100.000000000000000,-9999.000000000000000,-100.000000000000000,-100.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000
118.902001905158,-21.0847876442518,"10726610",ROCKC,"102445",RC78020,-9999.000000000000000,40011.375599999999395,7.560000000000000,-100.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-100.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,714.701000000000022,0.100000000000000,-9999.000000000000000,-9999.000000000000000,-100.000000000000000,70.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-100.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,19674.483899999999267,2.370000000000000,-9999.000000000000000,-100.000000000000000,-9999.000000000000000,3990.000000000000000,8589.272999999999229,1.020000000000000,-9999.000000000000000,-9999.000000000000000,361.821599999999989,0.060000000000000,929.348399999999970,0.120000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-100.000000000000000,-100.000000000000000,-9999.000000000000000,3535.010099999999966,0.810000000000000,-100.000000000000000,-9999.000000000000000,-9999.000000000000000,-100.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-0.005000000000000,-9999.000000000000000,-100.000000000000000,-9999.000000000000000,-9999.000000000000000,397790.588999999919906,85.099999999999994,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,2375.004300000000057,2900.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-100.000000000000000,-9999.000000000000000,-0.010000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-50.000000000000000,-9999.000000000000000,-100.000000000000000,-9999.000000000000000,-100.000000000000000,-100.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000
118.904191903731,-21.0844386449099,"10726586",ROCKC,"102445",SS78001,-9999.000000000000000,31913.835299999998824,6.030000000000000,-100.000000000000000,-9999.000000000000000,-9999.000000000000000,89.566000000000003,100.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,27944.809099999998580,3.910000000000000,-9999.000000000000000,-9999.000000000000000,-100.000000000000000,50.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-100.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,3652.646799999999985,0.440000000000000,-9999.000000000000000,-100.000000000000000,-9999.000000000000000,70.000000000000000,150.688999999999993,7.250000000000000,-9999.000000000000000,-9999.000000000000000,133873.991999999998370,22.199999999999999,1548.913999999999987,0.200000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-100.000000000000000,1600.000000000000000,-9999.000000000000000,130.926299999999998,0.030000000000000,-100.000000000000000,-9999.000000000000000,-9999.000000000000000,-100.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,0.107000000000000,-9999.000000000000000,-100.000000000000000,-9999.000000000000000,-9999.000000000000000,207542.915999999997439,44.399999999999999,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,0.267193395579000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-100.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-100.000000000000000,2577.884399999999914,0.430000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-50.000000000000000,168.049800000000005,300.000000000000000,-9999.000000000000000,-100.000000000000000,-100.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000
118.910216899494,-21.0844256472364,"5978469",ROCKC,"93980",PLWR020,-9999.000000000000000,87601.625520000001416,16.552000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,0.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,1429.402000000000044,0.200000000000000,-9999.000000000000000,-9999.000000000000000,0.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,68.420199999999994,100.000000000000000,113.187119999999993,120.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,14552.476909999999407,1.753000000000000,42.634000000000000,50.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,331.669800000000009,0.055000000000000,433.695920000000001,0.056000000000000,-9999.000000000000000,55483.485030000003462,7.479000000000000,49.632123999999997,71.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,436.420999999999992,0.100000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,1410.937715999999909,1543.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,0.000000000000000,-9999.000000000000000,-9999.000000000000000,341828.791919999988750,73.128000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,0.000000000000000,-9999.000000000000000,0.000000000000000,108.103644000000003,132.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,0.000000000000000,-9999.000000000000000,0.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,0.000000000000000,-9999.000000000000000,0.000000000000000,-9999.000000000000000,0.000000000000000,-9999.000000000000000,0.000000000000000,-9999.000000000000000,-9999.000000000000000,96.407640000000001,120.000000000000000,-9999.000000000000000,0.000000000000000
118.909560899951,-21.0843426469912,"5978489",ROCKC,"93980",PLWR038,-9999.000000000000000,106363.573470000002999,20.097000000000001,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,0.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,3594.946030000000064,0.503000000000000,-9999.000000000000000,-9999.000000000000000,0.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,47.894140000000000,70.000000000000000,-9999.000000000000000,0.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,1353.139609999999948,0.163000000000000,-9999.000000000000000,0.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,391.973400000000026,0.065000000000000,77.445700000000002,0.010000000000000,-9999.000000000000000,84690.395120000001043,11.416000000000000,-9999.000000000000000,0.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,606.625189999999975,0.139000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,0.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,0.000000000000000,-9999.000000000000000,-9999.000000000000000,317624.800500000012107,67.950000000000003,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,0.000000000000000,-9999.000000000000000,0.000000000000000,76.163931000000005,93.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,0.000000000000000,-9999.000000000000000,0.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,0.000000000000000,-9999.000000000000000,0.000000000000000,-9999.000000000000000,0.000000000000000,-9999.000000000000000,0.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,0.000000000000000,-9999.000000000000000,0.000000000000000
118.910175899456,-21.0842726470958,"5978470",ROCKC,"93980",PLWR021,-9999.000000000000000,90882.981720000010682,17.172000000000001,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,0.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,779.024090000000001,0.109000000000000,-9999.000000000000000,-9999.000000000000000,0.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,41.052120000000002,60.000000000000000,207.509719999999987,220.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,12194.859430000000430,1.469000000000000,-9999.000000000000000,0.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,217.092960000000005,0.036000000000000,1045.516949999999952,0.135000000000000,-9999.000000000000000,35134.347520000002987,4.736000000000000,55.224476000000003,79.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,458.242050000000006,0.105000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,1604.793059999999969,1755.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,0.000000000000000,-9999.000000000000000,-9999.000000000000000,325921.842750000010710,69.724999999999994,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,0.000000000000000,-9999.000000000000000,0.000000000000000,108.922611000000003,133.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,0.000000000000000,-9999.000000000000000,0.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,-9999.000000000000000,0.000000000000000,-9999.000000000000000,0.000000000000000,-9999.000000000000000,0.000000000000000,-9999.000000000000000,0.000000000000000,-9999.000000000000000,-9999.000000000000000,112.475579999999994,140.000000000000000,-9999.000000000000000,0.000000000000000
